Rocks can be classified many different ways including as igneous metamorphic and sedimentary This classification is based on the;EASY
A student is growing some plants for an experiment She notices small white spots on the leaves Which tool should she use to get a better look at the spots;DIFFICULT
Hydrogen is located on the left side of the periodic table in the same column as the alkali metals but it has characteristics of a nonmetal Which of the following is a physical property of hydrogen;EASY
A wind turbine primarily uses which type of energy;DIFFICULT
A greenhouse is used as a model of the atmosphere Which of the following cannot be demonstrated by the model;DIFFICULT
What form of energy is being used when a person pushes a wooden block across the floor;DIFFICULT
Which is a nonrenewable natural resource that is used to make electrical energy;DIFFICULT
Which of the following best explains why the tectonic plates of Earth move;DIFFICULT
After a race a newspaper lists the names of the five fastest runners Another method that could be used to identify the five fastest runners is to make a chart that shows the;DIFFICULT
Which scientist is credited with using a telescope in the seventeenth century to discover the moons of Jupiter;DIFFICULT
Which of these describes a property of all matter;DIFFICULT
Which statement best describes the climate of Nevada;DIFFICULT
Which statement best explains how periods on the periodic table are organized;DIFFICULT
Which term identifies a group of cells that work together to perform a similar function;EASY
Which statement correctly describes a relationship between two human body systems;DIFFICULT
Which statement best explains Earth's day and night cycle;DIFFICULT
An element is identified by;EASY
Runoff from farms that use fertilizers is entering a small lake This will most directly affect the lake by causing;DIFFICULT
Students on two different school campuses are comparing the growth rate of grass three weeks after fertilizer has been applied The same fertilizer and the same amount of water are used on both campuses Which additional variable is most important to control when the results of the two investigations are compared;DIFFICULT
Which biological process determines the probability that particular alleles will be found in any given gamete;EASY
What determines how long the Moon takes to complete one cycle of phases;EASY
A student uses a telescope to view stars at night The student notices some of the stars are different colors The color of a star is determined most by its;DIFFICULT
Which material is the best natural resource to use for making water-resistant shoes;DIFFICULT
Which of the following best explains why the Sun appears to move across the sky every day;DIFFICULT
When a student uses the equation mass multiplied by change in temperature multiplied by specific heat what is being calculated q = m \times C \times \Delta T;DIFFICULT
Electricity to play your radio can be made using renewable or nonrenewable resources Which of the following resources are renewable;DIFFICULT
Copper is used in house wiring because it is;DIFFICULT
What is the best way for a student to describe the results of an experiment;DIFFICULT
Which statement explains what will most likely happen to the hydrosphere in an area where air temperatures increase;DIFFICULT
Which of the following statements best explains why stars appear to move across Earth's sky each night;DIFFICULT
Farmers in the 1800s used axes to clear trees from farmland Now farmers use chainsaws to clear the trees How do chainsaws most likely help farmers;DIFFICULT
A researcher determines a cell has a flexible cell wall composed of peptidoglycan This observation narrows possible classifications of the cell to which taxonomic group;EASY
A student conducts an investigation using mold spores In one part of the investigation he needs to closely examine a spore sample Which piece of equipment does the student need to use to keep mold spores from entering his respiratory system;DIFFICULT
Which property of an object can be described as smooth;DIFFICULT
Which term identifies a single unit of hereditary information;EASY
Which example shows a new substance being formed;DIFFICULT
What do all mammals have in common that distinguishes them from birds;EASY
Which of the following best describes a mineral;DIFFICULT
A student is measuring the distance a car travels down a ramp using yards Which measurement is most similar in length when using the metric system of measurement;DIFFICULT
Which scientist formulated rules that describe the observable relationships of plant traits to the traits of the ancestor plants;DIFFICULT
Which tool is used to measure the diameter of a dime;DIFFICULT
Which unit is used to indicate the amount of energy in food;DIFFICULT
Census data show that the human population doubled from 265 billion in 1953 to 53 billion in 1990 If it continues to double at this rate the human population could reach 10 billion by the year 2020 Which best explains how this rate of human growth can harm the environment on which humans depend;DIFFICULT
Bats find their prey at night using one of their senses to detect echoes What does the bat send out to find prey;DIFFICULT
Which example describes an organism taking in nutrients;DIFFICULT
An electrical circuit can be used to break down water into hydrogen and oxygen In this process electrical energy produces;DIFFICULT
Which method could be used to separate a solution of table salt and water;DIFFICULT
Which of the following correctly orders part of a fish's respiratory system from the least complex to most complex;EASY
When sound waves with large amplitude are compared to sound waves with small amplitude which of the following is true;DIFFICULT
Which of the following best describes the climate of an area;DIFFICULT
All natural resources on Earth are either renewable or nonrenewable Whether a resource is renewable or nonrenewable depends on how fast or slow the resource is replaced If the resource is used faster than it is replaced then the resource will in time disappear Which statement describes the use of a renewable natural resource;DIFFICULT
Which of the following statements best explains why earthquakes occur more frequently in California than in Massachusetts;DIFFICULT
Which of these describes a chemical change;DIFFICULT
A homeowner wants to use a renewable resource to heat the home Which resource would be the best to use;DIFFICULT
A student observes cells in an object by using a microscope The student thinks that the object was part of a living thing Which statement explains why cell theory can be used to support the student's thinking;DIFFICULT
Which would be the best method to use to dispose of cardboard boxes not utilized by a local grocery store;DIFFICULT
Which item is used for protection from chemical splashing;DIFFICULT
Which tool should a student use to compare the masses of two small rocks;DIFFICULT
Which statement best describes the nature of sound;DIFFICULT
Which of the following describes a reason why companies irradiate some fruits and vegetables before they are sold to the public;DIFFICULT
In the morning students observed puddles of water all over the playground What would best explain why the playground was dry in the afternoon;DIFFICULT
Which statement best describes the energy transformations that occur when a candle burns;DIFFICULT
Living things are classified as producers or consumers according to;EASY
Which of these can be mined from Earth and used as an energy source;DIFFICULT
Which tool is used to determine how long it takes warm water to melt an ice cube;DIFFICULT
Which of the following groups of organisms uses sunlight to convert carbon dioxide and water into sugar and oxygen;DIFFICULT
Solids that are combined together and maintain their physical properties are best labeled as a;EASY
Which statement explains why light from the Sun can warm up water in a glass;DIFFICULT
Which sense is used to determine an object's texture;DIFFICULT
Which statement describes a method of sexual reproduction that occurs in plants;DIFFICULT
A recent scientific study funded by a medical corporation concluded that its product is not as harmful as consumers have reported Identify a possible problem with this study;DIFFICULT
Sandy and Keith plan to move a 6-kilogram block If they wanted to calculate the mechanical energy required to move the block what units would they use to report their answer;DIFFICULT
Which list is correctly ordered from smallest to largest;EASY
Which best describes a characteristic of the jet stream;DIFFICULT
Which BEST explains why green marine algae are most often restricted to the top 100 meters of the ocean;DIFFICULT
The longitude of a location determines which time zone it is in Different time zones are the result of;EASY
Burning coal and natural gas are ways to produce electricity Both coal and natural gas are nonrenewable resources Which is an example of producing electricity using a renewable source of energy;DIFFICULT
A student uses a hand lens to observe which of these objects;DIFFICULT
When animals use energy they produce;DIFFICULT
Which of the following describes how a microwave oven heats food;DIFFICULT
Which living organism makes its own food using sunlight;DIFFICULT
Down feathers are used by many sleeping bag manufacturers because down feathers are;DIFFICULT
Which model best illustrates the wave property that enables scientists to explore Earth's interior using seismic waves;DIFFICULT
Which statement describes the location of our Sun in the universe;DIFFICULT
Which technology used to generate electrical power involves a trade-off between economical electricity and long-term waste disposal problems;DIFFICULT
Granite is classified as a rock because it;EASY
Carolina uses a microscope to view a soil sample taken from her backyard Which part of the soil would she ONLY be able to see with a microscope;DIFFICULT
Which statement best describes why a calcium-fortified juice would advertise that it is good for growing children;DIFFICULT
Colored alcohol is used in some glass thermometers When placed in air of different temperatures the column of alcohol rises or falls in the glass thermometer Which of the following best explains why the height of the alcohol column changes;DIFFICULT
Which sequence correctly shows the levels of organization for structure and function in a human;DIFFICULT
Which instrument would be used when studying a unit on amphibian anatomy;DIFFICULT
Scientists can identify an element by looking at the structure of a single;EASY
Which of the following is the primary advantage of sexual reproduction when compared to asexual reproduction;DIFFICULT
When a light bulb is turned on energy changes from one form to another Which of the following best describes this change;DIFFICULT
Which two observations are both used to describe weather;DIFFICULT
If the solar system were used as a model of an atom what would the Sun most likely represent;DIFFICULT
Which of these shows the correct order for the central dogma of molecular biology;DIFFICULT
Which best explains why some reptiles and amphibians lay an abundance of eggs;DIFFICULT
Which of the following is one reason that quartz is classified as a mineral;EASY
Which is a feedback mechanism the human body uses to maintain homeostasis;DIFFICULT
A scientist was examining a large boulder that was covered with lichens;DIFFICULT
Paula determines a property of a marble using a balance and a graduated cylinder What property is Paula most likely determining by using both tools;EASY
Certain fossils can be used to help determine the age of the rock layer in which the fossils are found Which type of fossil is best to use when making this determination;DIFFICULT
When compared to current average conditions which term would best describe conditions in Earth's lower atmosphere if greenhouse gases were absent;DIFFICULT
Plumes of water vapor have been observed rising from the southern polar region of Enceladus one of the moons of Saturn A team of scientists proposed an explanation for the plumes and developed a model They also published calculations based on their model These calculations would most likely be used for which purpose in future research;DIFFICULT
Which sense can be used to determine an object's ability to reflect light;DIFFICULT
The North America Nebula is named for its similarity in shape to the North American continent It was discovered within the Milky Way by astronomer William Herschel in 1790 What was Mr Herschel most likely observing;EASY
A recent study concluded that about 90% of all large predatory fish such as tuna have disappeared from the world's oceans in the past 50 years Which of these is most likely the direct cause of this loss;DIFFICULT
Scientists are discovering ways to make some crops use less water A person working in which job would most benefit from this research;DIFFICULT
Sherry is going to use her computer to draw a three-dimensional box She wants to be able to specify the exact dimensions and angles and to rotate the box as needed on the screen Which of the following types of programs would Sherry most likely use for this purpose;DIFFICULT
Scientists who have studied the hydrosphere concluded that about 71% of Earth is covered with water Which part of the hydrosphere is most often associated with the formation of organic rocks;DIFFICULT
What is the best way for a marine scientist to determine the eating habits of sharks;EASY
The human body processes and eliminates food waste using the organs of the excretory system Which organelle performs a similar function in humans at the cellular level;DIFFICULT
The theory of continental drift states that the land masses called continents were once closer together and have drifted apart over time Which circumstance is the strongest evidence in support of this theory;EASY
Rich beds of marine fossils have been found in Florida By dating these fossils scientists can best determine;EASY
Which of these describes a small range in the electromagnetic spectrum;DIFFICULT
Which tool would be best to use for counting the number of legs on an ant;DIFFICULT
Which sequence lists the levels of organization in the human body from simplest to most complex;EASY
Cancer is best described as;DIFFICULT
Several interchangeable parts are used in the manufacture of automobiles Some examples of these parts are batteries windshield wiper blades spark plugs and tires Which of the following is an advantage of interchangeable parts over non-interchangeable parts on automobiles;DIFFICULT
Homes that are built to be environmentally friendly because they use energy more efficiently than other homes are called "green" homes "Green" homes often have reflective roofs and walls made of recycled materials The windows in these energy-saving homes are double-paned meaning each window has two pieces of glass Double-paned windows have a layer of air between the window panes This layer is a barrier against extreme temperatures and saves energy A solar panel on a "green" home uses;DIFFICULT
Water is often put through a treatment system before it is used in homes as drinking water Which is the most likely reason water is treated before people drink it;DIFFICULT
Which tool should be used to compare the growth of an algal colony growing in a petri dish;DIFFICULT
Use The Periodic Table of the Elements and the information below to answer the question Magnesium metal;DIFFICULT
Which scale is used to report the intensity of an earthquake;DIFFICULT
Which distance is the smallest for which it is most practical to use the light-year as a unit of measurement;DIFFICULT
Minerals can be identified using hardness streak and cleavage because;EASY
DNA molecules contain the genetic information that determines the characteristics of a living organism How do DNA molecules express the genetic information they contain;EASY
Which term describes Earth's orbit around the Sun;DIFFICULT
What characteristic of viruses distinguishes them from cells;EASY
Students studying the atmosphere want to display the percentage of each greenhouse gas as compared to the total amount of greenhouse gases found in the atmosphere Which representation would be most appropriate for displaying these percentages;DIFFICULT
Which describes a specific characteristic necessary for survival in the desert;DIFFICULT
An element with which property would be best to use in electrical wiring;DIFFICULT
The Greek philosopher Aristotle described matter with the phrase "unable to be divided" The modern concept that grew from Aristotle's idea is the;DIFFICULT
What statement describes what happens to the carbon dioxide waste produced by a developing baby during pregnancy;DIFFICULT
Which object would best help a student determine if a block of an unknown material is magnetic;EASY
A girl with long hair is going to be participating in an experiment that uses an alcohol burner for an energy source What is the best thing for her to do to prepare for this experiment;DIFFICULT
Which of the following best describes an atom;DIFFICULT
Condensation in the water cycle can best be described as the result of water vapor;DIFFICULT
Which of the following gases do plants use in photosynthesis;DIFFICULT
A scientist plans a project to determine the effect of rain on the formation of caves An area of rock has been chosen as the site for the investigation How often should the scientist measure the changes in the rock;EASY
A small fast-moving river in is in a V-shaped valley on the slope of a mountain If you follow the river to where it passes through a plain what will the river most likely look like compared with how it looked on the mountain;DIFFICULT
A teacher asks her students to examine titles of four scientific articles Which titled article is specifically about a chemical change;DIFFICULT
A scientist looks at a graph that shows the percentages of humus clay and sand that make up a soil If the scientist had the total weight of each material instead of percentages what type of graph would be best to illustrate the data;DIFFICULT
Which unit of measurement describes an object's length;DIFFICULT
Astronomers have determined the surface temperature of stars by studying their colors What color emission represents stars with the hottest temperatures;EASY
Which object used in an experiment can safely be recycled;DIFFICULT
What is necessary to use on a telescope in order to photograph solar flares and solar prominences;DIFFICULT
Some meteorologists use visual aids such as diagrams maps and charts when they present the weather to television viewers How do different types of visual aids help the viewers understand complex weather phenomena;DIFFICULT
In order for rocks to be classified as igneous the rocks must;EASY
Many people like to use microwave ovens rather than traditional ovens The main reason for this is that microwave ovens;DIFFICULT
A line graph is best used when the measured variable is;DIFFICULT
When scientists publish papers describing the results and conclusions of their experiments members of the scientific community should;DIFFICULT
Most of the bacteria in a forest ecosystem are best classified as which of the following types of organisms;EASY
All of the processes listed below cause changes in Earth's surface Which of the following is the slowest to change Earth's surface;EASY
A group of students was preparing an activity to determine whether certain materials will float or sink when placed on water Before the experiment started one student said "I think the sponge will float" This statement was;EASY
What tool is used to determine the mass of an object;DIFFICULT
When using more than the recommended amounts of pesticide on farmland yards and gardens what is most likely to occur;DIFFICULT
Which of the following statements best explains how the decomposition of plant and animal matter helps to form rich soils;DIFFICULT
Which explains the pattern of day and night;DIFFICULT
The stages of evolution of a star are determined by the mass of the star at the beginning of its life cycle Which stage of evolution is the oldest form of a massive star;EASY
Which word best describes the speed of a cart that has a positive velocity and a negative acceleration;DIFFICULT
Which tool is used to measure the volume of a liquid;DIFFICULT
Where are the most reactive nonmetals located on the periodic table;EASY
A student examines a new watch design The watch has a small solar cell on its face The main function of the solar cell is to;DIFFICULT
Which set of equipment would be best to use when investigating what is found in a sample of pond water;DIFFICULT
A device that converts light energy into electricity used in many handheld calculators is a;DIFFICULT
Which most accurately describes a circle;DIFFICULT
Oscar and Andre used a microscope to observe a sample of pond water and drew an example of each type of organism they saw Then they compared their drawings They discovered that their drawings of a euglena and a paramecium were alike but their amoeba drawings had very different shapes What are two things that Oscar's amoeba could have been doing that made his drawing look different from Andre's;DIFFICULT
A generator converts mechanical energy to electrical energy by using a conducting metal loop turning in a;DIFFICULT
Which physical property is important to have in a material used in cookware;DIFFICULT
Which sentence describes a characteristic of offspring produced by sexual reproduction;DIFFICULT
Which sequence correctly shows the levels of increasing organization in the human body;DIFFICULT
A student is using hydrochloric acid in an investigation Which piece of safety equipment is most important during this investigation;DIFFICULT
Generally the deeper rock layers of Earth are older than shallower rock layers How can the collision of two tectonic plates change the order of the rock layers;EASY
Which instrument should a student use to best examine bacteria;DIFFICULT
Which tool is used to determine the mass of an object;DIFFICULT
A student has a liquid that does not mix with water To predict whether the liquid will float on water or sink beneath it which tools should be used to examine the liquid;DIFFICULT
Which of the following best describes the purpose of cellular respiration;DIFFICULT
Which statement describes animal embryos;DIFFICULT
Which action illustrates a chemical change;DIFFICULT
Which tool could be used to help someone count the number of ladybugs on a leaf;DIFFICULT
Which two activities use most of the water used in an average US household;DIFFICULT
Which are the best tools to use for growing and studying bacterial cultures;DIFFICULT
An Italian scientist named Alessandro Volta invented the Voltaic pile in 1800 It was able to produce a steady electrical current Based on this description what is the modern equivalent of the Voltaic pile;EASY
Which statement correctly describes why there are fewer than 24 hours of daylight in Alaska during each day in April;DIFFICULT
What best describes objects orbiting in the Kuiper Belt;DIFFICULT
Which of these describes a location where minerals are most likely to form;DIFFICULT
Chinese and European societies can use different but effective technologies when addressing medical questions What does this demonstrate;DIFFICULT
Water that is used to cool nuclear power plants can be released into water bodies causing an area called a thermal plume A thermal plume can be 12-18°C warmer than surrounding waters Although some fish may be attracted to the warmer water other organisms may not be able to survive Government officials order a study to determine the effects of a thermal plume in a water body near a nuclear power plant in North Carolina Which factor most related to temperature should the study focus on in order to determine whether the thermal plume is damaging the health of the water system;DIFFICULT
Which tool is best used to collect information about the weather;DIFFICULT
Which of these characteristics best helps scientists classify organisms;EASY
Which of the following best describes a role of mushrooms in ecosystems;DIFFICULT
In which example could a thermometer be used to show that heat energy is being transferred;DIFFICULT
Which terms can be used to describe the properties of both a wave and a particle of light;DIFFICULT
To use energy from the Sun to power household appliances the solar energy must be converted to;DIFFICULT
The change from day to night on Earth can be explained by;DIFFICULT
When animals use energy what is always produced;DIFFICULT
Which information is used in a station model;DIFFICULT
Which part of a plant is most responsible for using energy from the Sun to produce food for the plant;DIFFICULT
Which property of an element is determined by adding the number of protons and number of neutrons;EASY
A teacher demonstrates a chemical reaction A student observes that the test tube in which the reaction occurs becomes warm What is the source of the thermal energy generated by the reaction;DIFFICULT
Compared to Earth the Moon is;DIFFICULT
Which of the following describes an object that must have a net negative charge;DIFFICULT
Rocks found on Earth are classified as sedimentary metamorphic or igneous based on;EASY
Which of the following is the most important safety practice when using a rock hammer on a geology field trip;DIFFICULT
Scientists measured the patterns of spectral lines given off by distant galaxies and concluded that almost all of these galaxies are moving away from Earth What did the scientists observe directly;DIFFICULT
Genes are located on chromosomes which are composed of;EASY
Which of the following best describes the number of chromosomes in a normal human liver cell;DIFFICULT
Which scientific model could be used to predict the properties of an element;DIFFICULT
What are petri dishes used for in a lab;DIFFICULT
Which of these BEST describes the way a feather feels;DIFFICULT
Improvements in geological observation technologies have made it easier for scientists to locate resources in Earth's crust These technologies have allowed for an increase in availability of which resource;EASY
Which of the statements is the most accurate in describing the chemical equation shown below 2H_{2};DIFFICULT
Which of these uses sound waves to locate underwater objects;DIFFICULT
Protein is used by the human body to;DIFFICULT
Paper chromatography is a process used to separate mixtures of substances into their components The components are carried by a mobile phase through a stationary phase made of absorbent paper An investigation analyzed a sample of black ink to determine its componentsWhich property allows the components to separate;DIFFICULT
Trees use narrow tubes to transport water upward Which property of water allows the water to rise in these narrow tubes;DIFFICULT
Monarch butterflies use milkweed plants during all of their life stages Milkweed plants grow in open areas such as grasslands and wetlands They also often grow between row crops Given this information which of these biotechnologies would pose the greatest threat to monarch butterflies;DIFFICULT
What best describes the mantle of Earth;DIFFICULT
A chef uses a metal spoon to stir noodles cooking in a pan After five minutes she notices that the thermal energy from the pan has made the spoon;DIFFICULT
In order to distinguish fact from opinion conclusions in experiments should be;EASY
The principle of uniformitarianism states that most of the landscape of Earth was formed slowly and over a long period of time Which occurrence of Earth is least supported by this principle;EASY
To compare the hardness of different minerals it would be BEST to find;DIFFICULT
Gregor Mendel was the first to show that organisms had traits that are passed on from parents to the next generation In order for the scientific community to accept Mendel's discovery others had to;DIFFICULT
The most effective way to show a change happening over time is to display your results using a;DIFFICULT
Which term describes an organism's ability to maintain a stable internal environment;DIFFICULT
Which combination of letters could be used as a chemical symbol for an element;DIFFICULT
Which of the following best describes an advantage of using a mass production manufacturing system instead of a custom manufacturing system;DIFFICULT
Which best explains the importance of nitrogen in the cycling of energy and matter;DIFFICULT
Mosquitoes have adapted to detect carbon dioxide using certain sensory nerves Mosquitoes instinctually move toward greater concentrations of carbon dioxide What is the importance of this adaptation;DIFFICULT
Which unit can be used to describe an object's length;DIFFICULT
What advantage is gained by using radio telescopes as opposed to optical telescopes;DIFFICULT
Which model is used by scientists to determine the properties of elements;DIFFICULT
A student describes a substance as lacking a definite shape The description also states that the particles of matter are close to each other but still able to flow past each other Which type of substance is the student most likely describing;DIFFICULT
A scientist is comparing two body cells of a multicellular organism Which of the following is most likely identical;DIFFICULT
Organisms that consume wastes to obtain the nutrients they need to survive are classified as;EASY
The chemical equation below shows reactants and products 6CO_{2} + 12H_{2}O + light + enzymes -> C_{6}H_{12}O_{6} + 6O_{2} + 6H_{2}O Which statement is best supported by analyzing this equation;DIFFICULT
The Davis Mountains in West Texas used to be taller than they are now Which of the following conditions most likely caused the mountains to become shorter over time;DIFFICULT
Which statement best describes the organization of the Periodic Table of the Elements;DIFFICULT
A group of students investigated the effect of water temperature on the gill movements of goldfish The students tested water temperatures from 20°C to 10°C at 2-degree intervals The data showed that as water temperature decreased the average number of gill movements per minute by the goldfish also decreased Which type of display is BEST used to show this relationship;DIFFICULT
Which two factors determine the gravitational attraction between two objects;EASY
Which of the following does not give an example of how sparrows use resources in their environment to survive;DIFFICULT
A shoe manufacturer randomly selects 10% of the production from each shift Each of these shoes is checked to ensure that it is correctly made What is this process called;EASY
Which organisms use the energy from the remains of dead animals and recycle the nutrients back into the environment;DIFFICULT
Burt used a spoon to stir soup that was cooking on his stove Which spoon will stay the coolest while he stirs;DIFFICULT
Which statement describes all matter;DIFFICULT
A water company uses lab tests on the water supply before sending the water through pipes to people's homes How do these lab tests help people;DIFFICULT
A student uses a high-efficiency gasoline lawnmower to cut grass The term "high efficiency" is used to indicate that the lawnmower;DIFFICULT
Which statement best explains why photosynthesis is the foundation of most food webs;DIFFICULT
Which piece of safety equipment is used to keep mold spores from entering the respiratory system;DIFFICULT
Which characteristic describes the texture of a kitten's fur;DIFFICULT
Which best describes the structure of an atom;DIFFICULT
Plants use sunlight to make;DIFFICULT
Which of these correctly identifies the way materials are transported in a plant;EASY
Which process best explains how the Grand Canyon became so wide;DIFFICULT
Using a softball bat to hit a softball is an example of using which simple machine;DIFFICULT
A student sees many plants around a pond The student can determine which plants are nonvascular by;EASY
Which factor determines if two individuals are members of the same species;EASY
A student examined a rock sample and described it as having particles of various colors that were 1 millimeter to 12 millimeters in size The student was making;DIFFICULT
A student suggests to the school board that they use a renewable energy source The student suggests they use;DIFFICULT
Some antibiotics used to treat infections in humans are also used to treat chickens but some groups oppose this practice The overuse of the antibiotics will most likely influence the natural selection of which type of organisms;DIFFICULT
A scientist finds a metamorphic rock formation next to a magma chamber and determines that it was originally a sedimentary rock formation He concludes that the temperature of the magma chamber caused the rock formation to become metamorphic Which is another reliable explanation of how the rock formation was changed;EASY
Which statement describes a characteristic of a gas that has a significant effect on the climates of both Earth and Venus;DIFFICULT
The length of one day on Earth is determined by how long it takes;EASY
Which statement correctly describes both gases and liquids;DIFFICULT
Which statement describes how the umbilical cord supports a developing fetus;DIFFICULT
The elements that make up the atmosphere of Earth can be listed as percentages or can be shown in a graph Which type of graph would best show this information;EASY
The speed and general direction of motion of a galaxy relative to the Earth can be determined by;EASY
An animal has scales and uses only its lungs to exchange gases What is the animal most likely to be classified as;DIFFICULT
A simple machine that has a mechanical advantage equal to 1 would most likely be used to;DIFFICULT
The rate of acceleration of an object is determined by the mass of the object and;EASY
Leather basketballs are made for indoor use on smooth surfaces Rubber basketballs are made for use on many different surfaces Which of the following properties of rubber makes it better than leather for use on many different surfaces;DIFFICULT
Peristalsis helps move nutrients through parts of the body by using wavelike contractions In which system is the function used;DIFFICULT
Which theory states that the universe originated as a single mass;EASY
Elizabeth uses a specific type of whistle to call her dogs The noise made by the whistle is heard by the dogs but cannot be heard by the human ear Which statement best describes why humans cannot hear the sound made by the whistle;DIFFICULT
Use the information to answer the question Over the last 150 years the use of fossil fuels has increased resulting in more carbon dioxide and other greenhouse gases in the atmosphere Some scientists think that these atmospheric gases will result in global warming Scientists have recorded data on global temperature changes and have predicted possible changes in sea level that may affect Maryland residents Which action helps reduce global warming;DIFFICULT
Which of the following statements best describes the role of gravity in the formation of stars;DIFFICULT
Students are attempting to make a doorbell ring using some wire and a battery What is needed to make the bell ring;DIFFICULT
Which of these is most likely a result of using pesticides on farm crops;DIFFICULT
