text,label,
WHAT	test NOUN	was AUX	used VERB	to PART	determine VERB	if SCONJ	someone PRON	was AUX	coloured VERB	or CCONJ	black ADJ,DIFFICULT
WHAT	type NOUN	of ADP	anthropology NOUN	is AUX	used VERB	to PART	solve VERB	specific ADJ	problems NOUN,DIFFICULT
Other ADJ	uses NOUN	of ADP	paint NOUN	or CCONJ	ink NOUN	include VERB	cattle NOUN	sprays PROPN	fence- PROPN	post PROPN	treatments NOUN	and CCONJ	WHAT	else ADV,DIFFICULT
WHEN	did AUX	Apple PROPN	reveal VERB	that SCONJ	most ADJ	of ADP	the DET	iTunes PROPN	selection NOUN	was AUX	free ADJ	from ADP	DRM PROPN,EASY
WHAT	besides SCONJ	sick ADJ	people NOUN	are AUX	bacterial ADJ	strains NOUN	used VERB	for ADP,DIFFICULT
WHAT	was AUX	Imperial's PROPN	overall PART	GPA ADJ	rank PROPN	according NOUN	to VERB	the ADP	Times DET	Higher PROPN	Education PROPN,DIFFICULT
imperialism NOUN	often ADV	divides VERB	countries NOUN	by ADP	using VERB	WHICH	technique NOUN,DIFFICULT
In ADP	WHAT	year NOUN	was AUX	Octavian PROPN	first ADV	allowed VERB	to PART	use VERB	the DET	names NOUN	Augustus PROPN	and CCONJ	Princeps PROPN,DIFFICULT
At ADP	WHAT	location NOUN	are AUX	the DET	best ADV	known VERB	monuments NOUN	in ADP	the DET	south NOUN	of ADP	India PROPN,EASY
Kakar PROPN	argued VERB	that SCONJ	the DET	definition NOUN	should VERB	include VERB	any DET	group NOUN	defined VERB	by ADP	the DET	perpetrator NOUN	and CCONJ	WHICH	other ADJ	group NOUN,EASY
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	western ADJ	river PROPN	in ADP	the DET	city NOUN	of ADP	New PROPN	Haven PROPN,EASY
WHAT	fraction NOUN	of ADP	workers NOUN	are AUX	located VERB	in ADP	Latin PROPN	America PROPN,EASY
WHICH	best ADV	describes VERB	a DET	parallel ADJ	circuit NOUN,DIFFICULT
WHAT	concept NOUN	describes VERB	groups NOUN	that DET	can VERB	be AUX	related VERB	to ADP	each DET	other ADJ	via ADP	functions NOUN,DIFFICULT
WHAT	term NOUN	is AUX	used VERB	for ADP	the DET	complete ADJ	nirvana NOUN	attained VERB	by ADP	the DET	arahant NOUN	at ADP	death NOUN,DIFFICULT
In ADP	WHAT	way NOUN	is AUX	the DET	dielectric NOUN	used VERB	in ADP	order NOUN	to PART	cause VERB	the DET	absolute ADJ	breakdown ADJ	voltage NOUN	of ADP	capacitors NOUN	to PART	be AUX	limited VERB,DIFFICULT
WHAT	was AUX	the DET	name NOUN	of ADP	the DET	infamous ADJ	German PROPN	Gestapo PROPN	prison NOUN,EASY
WHAT	front NOUN	is AUX	located VERB	in ADP	northern ADJ	Georgia PROPN,EASY
Napoleon's PROPN	propaganda PART	plan NOUN	was NOUN	aimed AUX	at VERB	showing ADP	him VERB	as PRON	attempting SCONJ	to VERB	bring PART	peace VERB	and NOUN	stability CCONJ	to NOUN	WHAT	country PRON,DIFFICULT
WHAT	organism NOUN	demonstrates VERB	only ADV	the DET	obligate NOUN	symbiotic ADJ	relationship NOUN,DIFFICULT
HOW	many ADJ	people NOUN	attended VERB	a DET	Broadway PROPN	show NOUN	in ADP	the DET	2013-4 NUM	season SYM,DIFFICULT
WHAT	names NOUN	did AUX	the DET	newly ADV	formed VERB	noble ADJ	families NOUN	take VERB	afteR ADP,EASY
WHAT	court NOUN	is AUX	able ADJ	to PART	interpret VERB	European PROPN	Union PROPN	law NOUN,DIFFICULT
WHICH	group NOUN	created VERB	the DET	legalism NOUN	the DET	supervision NOUN	of ADP	the DET	orders NOUN	of ADP	the DET	gods NOUN	and CCONJ	the DET	demand NOUN	for ADP	moderation NOUN	and CCONJ	harmony NOUN,EASY
Tissue NOUN	plasminogen NOUN	activator NOUN	is AUX	a DET	natural ADJ	blood NOUN	thinner NOUN	The DET	coded VERB	sequence NOUN	for ADP	the DET	blood NOUN	thinner ADJ	is AUX	called VERB	PLAT PROPN	found SPACE	on VERB	chromosome ADP	8 NOUN	It NUM	is PRON	used AUX	to VERB	treat PART	people VERB	WHO	have PRON	heart AUX	attacks NOUN	and NOUN	strokes CCONJ	Tissue VERB	plasminogen NOUN	activator NOUN	can NOUN	be VERB	made AUX	through VERB	genetic ADP	engineering ADJ	WHAT	is PRON	tissue AUX	plasminogen NOUN	activator NOUN,DIFFICULT
A DET	plot NOUN	of ADP	the DET	radiation NOUN	behaviors NOUN	of ADP	an DET	antenna NOUN	would VERB	show VERB	WHAT,DIFFICULT
WHAT	ancient ADJ	language NOUN	is AUX	still ADV	in ADP	use NOUN	today NOUN	in ADP	some DET	of ADP	the DET	minuscule ADJ	societies NOUN	in ADP	the DET	non-Grecian ADJ	world ADJ,DIFFICULT
WHAT	was AUX	the DET	name NOUN	of ADP	Americas PROPN	first ADV	all DET	female ADJ	law NOUN	school NOUN,EASY
WHAT	label PROPN	did AUX	Derrick PROPN	May VERB	have AUX	successful ADJ	releases NOUN	on ADP	after ADP	his DET	own ADJ,EASY
A DET	recent ADJ	article NOUN	in ADP	a DET	science NOUN	journal NOUN	explains VERB	the DET	relationship NOUN	between ADP	convection NOUN	currents NOUN	and CCONJ	plate NOUN	tectonics NOUN	As SCONJ	fluid NOUN	within ADP	the DET	mantle NOUN	circulates NOUN	it PRON	causes VERB	crustal ADJ	plates NOUN	to PART	move VERB	WHICH	is AUX	most ADV	likely ADV	causing VERB	the DET	liquids NOUN	inside ADP	Earth PROPN	to PART	circulate VERB,DIFFICULT
WHAT	is AUX	the DET	name NOUN	for ADP	a DET	small ADJ	variety NOUN	of ADP	European ADJ	chicken NOUN,EASY
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	book NOUN	written VERB	by ADP	Archeologist PROPN	Betty PROPN	Meggers PROPN,EASY
WHO	do AUX	many ADJ	people NOUN	WHO	identify VERB	as SCONJ	white ADJ	have AUX	for ADP	ancestors NOUN,EASY
WHAT	discovery NOUN	solved VERB	the DET	problem NOUN	of ADP	continuous ADJ	rotation NOUN,DIFFICULT
WHAT	is AUX	the DET	independant ADJ	agency NOUN	under ADP	the DET	Department PROPN	of ADP	State PROPN	for ADP	the DET	purpose NOUN	of ADP	determining VERB	and CCONJ	distributing VERB	foreign ADJ	aid NOUN	called VERB,EASY
WHO	didn't AUX	show PART	any VERB	signs DET	of NOUN	rising ADP	up VERB	against ADP	the ADP	Turks DET,DIFFICULT
On ADP	cold ADJ	days NOUN	snakes NOUN	usually ADV	lie VERB	very ADV	still ADV	and CCONJ	eat VERB	little ADJ	or CCONJ	nothing PRON	while SCONJ	birds NOUN	usually ADV	move VERB	around ADV	and CCONJ	eat VERB	a DET	lot NOUN	of ADP	food NOUN	WHICH	statement NOUN	best ADV	explains VERB	this DET,DIFFICULT
WHAT	is AUX	one NUM	property NOUN	of ADP	copper NOUN	that DET	makes VERB	it PRON	so ADV	useful ADJ	in ADP	electrical ADJ	wiring NOUN,DIFFICULT
WHAT	is AUX	the DET	name NOUN	for ADP	a DET	layer NOUN	of ADP	n-type ADJ	semiconductor PUNCT	set NOUN	between NOUN	two VERB	p-type ADP	semiconductors NUM,EASY
WHO	has AUX	identified VERB	needles NOUN	from ADP	about ADV	30000 NUM	BC PROPN,EASY
WHAT	was AUX	the DET	original ADJ	name NOUN	of ADP	the DET	Endicott PROPN	company NOUN,EASY
WHICH	of ADP	these DET	best ADJ	describes VERB	a DET	fossil NOUN,DIFFICULT
WHAT	was AUX	the DET	first ADJ	map NOUN	to PART	show VERB	the DET	whole ADJ	North PROPN	American PROPN	East PROPN	coast NOUN,DIFFICULT
WHAT	term NOUN	do AUX	some DET	use NOUN	to PART	mean VERB	population NOUN	clade NOUN	or CCONJ	haplogroup NOUN,DIFFICULT
Some DET	scientists NOUN	predict VERB	that SCONJ	as SCONJ	greenhouse NOUN	gases NOUN	change VERB	the DET	climate NOUN	of ADP	Earth PROPN	the DET	number NOUN	and CCONJ	strength NOUN	of ADP	hurricanes NOUN	will VERB	increase VERB	In ADP	order NOUN	for ADP	this DET	to PART	occur VERB	the DET	climate NOUN	change NOUN	would VERB	have AUX	to PART	affect VERB	Earth PROPN	by ADP	changing VERB	the DET,EASY
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	only ADJ	Lutheran PROPN	University PROPN	in ADP	North PROPN	Carolina PROPN,EASY
WHICH	room NOUN	has AUX	The DET	Ballroom PROPN	replaced VERB	in ADP	terms NOUN	of ADP	both DET	use NOUN	and CCONJ	importance NOUN,DIFFICULT
Mr PROPN	Jenkins's PROPN	class PART	is NOUN	studying AUX	sex VERB	chromosomes NOUN	He NOUN	tells PRON	his VERB	students DET	that NOUN	the SCONJ	nuclei DET	of NOUN	human ADP	cells ADJ	have NOUN	22 AUX	pairs NUM	of NOUN	autosomes ADP	HOW	many ADV	sex ADJ	chromosomes NOUN	does NOUN	the AUX	human DET	body ADJ	have NOUN,DIFFICULT
WHAT	was AUX	the DET	last ADJ	year NOUN	that DET	Elizabeth PROPN	did AUX	a DET	state NOUN	visit NOUN	in ADP	the DET	Republic PROPN	of ADP	Ireland PROPN,EASY
WHAT	oxide NOUN	materials NOUN	use VERB	hydrogen NOUN	as SCONJ	an DET	electron NOUN	donor NOUN,DIFFICULT
WHO	endorsed VERB	a DET	move NOUN	to PART	use VERB	Persia PROPN	and CCONJ	Iran PROPN	interchangeably ADV	after ADP	opposition NOUN	to ADP	the DET	official ADJ	name NOUN	change NOUN,DIFFICULT
WHAT	did AUX	the DET	city NOUN	hall NOUN	used VERB	to PART	be AUX	known VERB	as SCONJ,DIFFICULT
WHAT	is AUX	harder ADJ	to PART	analyze VERB	in ADP	terms NOUN	of ADP	more ADJ	unusual ADJ	resources NOUN,DIFFICULT
Silica NOUN	sand NOUN	is AUX	a DET	resource NOUN	used VERB	in ADP	large ADJ	volume NOUN	in ADP	Nevada PROPN	This DET	resource NOUN	is AUX	used VERB	to PART	make VERB	WHICH	product NOUN,DIFFICULT
HOW	is AUX	the DET	USB NOUN	icon NOUN	located VERB	to ADP	each DET	receptacle NOUN,EASY
WHERE	are AUX	pendulum ADJ	driven VERB	clocks NOUN	used VERB	now ADV	and CCONJ	also ADV	in ADP	the DET	past NOUN	to PART	measure VERB	time NOUN,DIFFICULT
WHO	used VERB	to PART	make VERB	window NOUN	panes NOUN,DIFFICULT
WHAT	was AUX	used VERB	as SCONJ	targets NOUN	in ADP	training NOUN	practices NOUN,DIFFICULT
WHAT	label PROPN	did AUX	robert PROPN	ozn PROPN	start PROPN	in ADP	1989 NUM,EASY
WHAT	officials NOUN	of ADP	the DET	fourth ADJ	and CCONJ	fifth ADJ	rank NOUN	wore VERB	purple PROPN,DIFFICULT
WHICH	theory NOUN	states VERB	that SCONJ	the DET	universe NOUN	originated VERB	as SCONJ	a DET	single ADJ	mass NOUN,EASY
Granite PROPN	is AUX	an DET	igneous ADJ	rock NOUN	WHICH	of ADP	these DET	describes NOUN	WHAT	usually ADV	happens VERB	to PART	granite VERB	after ADP	it PRON	is AUX	weathered VERB	broken VERB	into ADP	small ADJ	particles NOUN	buried VERB	deep ADV	underground NOUN	and CCONJ	compacted VERB,DIFFICULT
What's PRON	the AUX	name DET	of NOUN	the ADP	feature DET	on NOUN	the ADP	front DET	of NOUN	the ADP	front DET	of NOUN	the ADP	NES DET	test PROPN	device NOUN,EASY
Stephen PROPN	Eilmann PROPN	demonstrates VERB	covert ADJ	law NOUN	breaking VERB	in ADP	Nazi PROPN	Germany PROPN	Citizen's SPACE	illegally PROPN	had PART	been ADV	doing AUX	WHAT,DIFFICULT
Prior ADV	to ADP	WHAT	year NOUN	did AUX	the DET	United PROPN	States PROPN	regularly ADV	enter VERB	into ADP	treaties NOUN	with ADP	Native PROPN	Americans PROPN,EASY
HOW	many ADJ	hours NOUN	of ADP	real-time ADJ	battery PUNCT	life NOUN	did NOUN	the NOUN	5th-generation AUX	iPod DET	test ADJ	at PUNCT	compared NOUN	to PROPN	its NOUN	advertised ADP	14 VERB	hours ADP,DIFFICULT
WHAT	did AUX	Avicenna PROPN	consider VERB	WHEN	explaining VERB	his DET	theories NOUN	on ADP	philosophy NOUN,DIFFICULT
WHAT	was AUX	the DET	stage NOUN	name NOUN	of ADP	Larry PROPN	Heard PROPN,EASY
In ADP	WHAT	battle NOUN	had AUX	the DET	Fatah PROPN	movement NOUN	distinguished VERB	itself PRON,EASY
WHO	concluded VERB	that SCONJ	NASA PROPN	management NOUN	was AUX	fantastically ADV	realistic ADJ,DIFFICULT
WHAT	is AUX	another DET	name NOUN	for ADP	caving NOUN,EASY
WHICH	agency NOUN	often ADV	used VERB	The DET	Times PROPN	for ADP	continental ADJ	intelligence NOUN,DIFFICULT
HOW	can VERB	a DET	wrestler NOUN	get AUX	around ADP	changing VERB	their DET	ring NOUN	name NOUN	entirely ADV,EASY
WHICH	state NOUN	raided VERB	Han's PROPN	Korean PART	commanderies ADJ,EASY
WHAT	body NOUN	rejected VERB	the DET	Declaration PROPN	of ADP	State PROPN	Sovereignty PROPN	of ADP	the DET	Russian ADJ	SFSR PROPN,EASY
WHAT	do AUX	seismologists NOUN	use VERB	to PART	map VERB	the DET	Earth's PROPN	crust PART,DIFFICULT
WHO	helped VERB	the DET	rest NOUN	of ADP	the DET	world NOUN	use VERB	the DET	word NOUN	manga NOUN	inside ADV	of ADP	Japan's PROPN	borders PART,DIFFICULT
A SPACE	2008 DET	study NUM	supporting NOUN	the VERB	original DET	autopsy ADJ	findings ADJ	related NOUN	to VERB	Napoleon's ADP	death PROPN	analyzed PART	samples NOUN	of VERB	WHAT	substance ADP	taken DET	from NOUN	Napoleon VERB	and ADP	his PROPN	family CCONJ,DIFFICULT
WHAT	is AUX	the DET	name NOUN	for ADP	the DET	group NOUN	of ADP	remote ADJ	wildlife NOUN	reserves NOUN	in ADP	the DET	north ADJ	Atlantic PROPN	Ocean PROPN,EASY
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	film NOUN	that DET	discusses VERB	Feynman's PROPN	attempt PART	to NOUN	get PART	to AUX	Tuva ADP,EASY
Some DET	meteorologists NOUN	use VERB	visual ADJ	aids NOUN	such ADJ	as SCONJ	diagrams NOUN	maps NOUN	and CCONJ	charts NOUN	WHEN	they PRON	present VERB	the DET	weather NOUN	to ADP	television NOUN	viewers NOUN	HOW	do AUX	different ADJ	types NOUN	of ADP	visual ADJ	aids NOUN	help VERB	the DET	viewers NOUN	understand VERB	complex ADJ	weather NOUN	phenomena NOUN,DIFFICULT
WHAT	determines VERB	genotype NOUN,EASY
WHAT	is AUX	one NUM	type NOUN	of ADP	Benedictine PROPN	order NOUN	that DET	was AUX	rare ADJ	in ADP	France PROPN,EASY
WHAT	do AUX	Cydippids PROPN	use VERB	to PART	capture VERB	their DET	prey NOUN,DIFFICULT
WHO	runs VERB	the DET	United PROPN	States PROPN	Fish PROPN	and CCONJ	Wildlife PROPN	Service PROPN,EASY
WHO	is AUX	forbidden VERB	to PART	judge VERB	cardinals NOUN	in ADP	matters NOUN	subject ADJ	to ADP	ecclesiastical ADJ	jurisdiction NOUN,DIFFICULT
WHEN	was AUX	Telangana PROPN	state NOUN	announced VERB,EASY
WHAT	must VERB	two NUM	lodges NOUN	be AUX	in ADV	in ADP	order NOUN	to PART	inter-visit VERB,EASY
WHAT	does AUX	using VERB	migration NOUN	as SCONJ	population NOUN	control NOUN	have AUX	no DET	effect NOUN	on ADP,DIFFICULT
WHAT	did AUX	Charles PROPN	Stewart PROPN	Parnell PROPN	change VERB	his DET	parties NOUN	name VERB	to ADP	in ADP	1882 NUM,EASY
WHICH	new ADJ	state NOUN	capital NOUN	was AUX	founded VERB	in ADP	1709 NUM,EASY
WHAT	is AUX	the DET	force NOUN	equivalent NOUN	of ADP	torque NOUN	compared VERB	to ADP	angular ADJ	momentum NOUN,DIFFICULT
HOW	is AUX	an DET	inactive ADJ	list NOUN	of ADP	apps NOUN	accessed VERB,EASY
On ADP	WHICH	recording VERB	types NOUN	were AUX	pre-emphasis ADJ	used NOUN	most NOUN	in VERB	the ADV	1920s ADP,DIFFICULT
WHAT	caused VERB	a DET	name NOUN	change NOUN	according VERB	to ADP	the DET	Chronicles NOUN	of ADP	Parian PROPN,EASY
WHAT	was AUX	the DET	name NOUN	of ADP	the DET	treaty NOUN	developed VERB	between ADP	Mexico PROPN	and CCONJ	the DET	United PROPN	States PROPN	in ADP	1884 NUM,EASY
In ADP	terms NOUN	of ADP	purchasing VERB	power NOUN	WHERE	did AUX	Miami PROPN	rank VERB	among ADP	world NOUN	cities NOUN	in ADP	a DET	2009 NUM	UBS NOUN	study NOUN,DIFFICULT
Organisms NOUN	that DET	are AUX	classified VERB	as SCONJ	multicellular NOUN	must VERB	have AUX,EASY
WHAT	journalist NOUN	from ADP	the DET	New PROPN	York PROPN	Times PROPN	stated VERB	his DET	believe NOUN	in ADP	Nassim PROPN	Nicholas PROPN	Taleb PROPN,EASY
WHICH	of ADP	the DET	following VERB	systems NOUN	breaks VERB	food NOUN	into ADP	nutrients NOUN	that DET	can VERB	be AUX	used VERB	by ADP	the DET	body NOUN,DIFFICULT
WHICH	towers NOUN	are AUX	located VERB	at ADP	1601 NUM	and CCONJ	1619 NUM	Third PROPN	Avenue PROPN,EASY
WHICH	of ADP	Newton's PROPN	Laws PART	described PROPN	a VERB	rotational DET	inertia ADJ	equation NOUN,DIFFICULT
WHAT	was AUX	the DET	name NOUN	of ADP	the DET	ideology NOUN	Hayek PROPN	criticized VERB,EASY
A DET	student NOUN	wants VERB	to PART	compare VERB	the DET	masses NOUN	and CCONJ	volumes NOUN	of ADP	three NUM	marbles NOUN	WHICH	two NUM	instruments NOUN	should VERB	be AUX	used VERB,DIFFICULT
WHICH	version NOUN	of ADP	evolutionary ADJ	theory NOUN	is AUX	easiest ADJ	to PART	use VERB	WHEN	explaining VERB	predation NOUN	as SCONJ	competition NOUN,DIFFICULT
WHAT	machine NOUN	does AUX	not PART	define VERB	BQP PROPN	or CCONJ	QMA PROPN,EASY
WHAT	did AUX	Blair PROPN	state NOUN	about ADP	the DET	2005 NUM	election NOUN,EASY
WHAT	techniques NOUN	can VERB	be AUX	used VERB	to PART	determine VERB	paleotopography NOUN,DIFFICULT
WHEN	are AUX	cabooses NOUN	still ADV	used VERB	occasionally ADV,DIFFICULT
HOW	were AUX	window NOUN	decals NOUN	used VERB	in ADP	the DET	Bronx PROPN	in ADP	the DET	1980s NUM,DIFFICULT
WHAT	alloy NOUN	can VERB	no ADV	longer ADV	be AUX	used VERB	in ADP	HASL PROPN	because SCONJ	of ADP	restrictions NOUN	on ADP	the DET	use NOUN	of ADP	one NUM	of ADP	its DET	metal NOUN	components NOUN,DIFFICULT
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	ancient ADJ	map NOUN	of ADP	the DET	Greek ADJ	world NOUN	named SPACE,EASY
WHAT	argued VERB	for ADP	the DET	addition NOUN	United PROPN	States PROPN	books NOUN,EASY
WHAT	was AUX	Von PROPN	Neumann's PROPN	given PART	name VERB	as NOUN	member SCONJ	of NOUN	Austro-Hungarian ADP	nobility PROPN,EASY
WHERE	does AUX	uranium NOUN	rank NOUN	among ADP	elements NOUN	in ADP	terms NOUN	of ADP	its DET	abundance NOUN	in ADP	the DET	Earth's PROPN	atmosphere PART,DIFFICULT
WHAT	are AUX	teeth NOUN	used VERB	for ADP,DIFFICULT
The DET	primary ADJ	function NOUN	of ADP	a DET	browser NOUN	is AUX	to PART	use VERB	WHAT,DIFFICULT
The SPACE	compression DET	used NOUN	in VERB	all ADP	SDTV DET	storage PROPN	and NOUN	transmission CCONJ	systems NOUN	will NOUN	do VERB	WHAT	if PRON	resolution SCONJ	is NOUN	too AUX	high ADV,DIFFICULT
WHICH	sailor NOUN	came VERB	up ADP	with ADP	the DET	name NOUN	Islas PROPN	De PROPN	Los PROPN	Ladrones PROPN	for ADP	Guam PROPN,EASY
HOW	does AUX	the DET	2009 NUM	Human PROPN	Development PROPN	Report PROPN	refer VERB	to ADP	countries NOUN	that DET	rank VERB	"very PUNCT	high" ADV,DIFFICULT
WHAT	did AUX	comics NOUN	not PART	have AUX	in ADP	the DET	United PROPN	States PROPN	because SCONJ	of ADP	cultural ADJ	roots NOUN,EASY
WHAT	are AUX	the DET	four NUM	categories NOUN	for ADP	the DET	most ADJ	prolific ADJ	dialects NOUN	used VERB	in ADP	Burma PROPN,DIFFICULT
WHAT	other ADJ	minimum ADJ	bit NOUN	rate NOUN	is AUX	not PART	as ADV	widely ADV	used VERB	as SCONJ	videoconferencing VERB,DIFFICULT
Studies SPACE	showed PROPN	that VERB	discrimination SCONJ	in NOUN	both ADP	business DET	sectors NOUN	and NOUN	education CCONJ	resulted NOUN	in VERB	disadvantages ADP	for NOUN	WHAT	group PRON	of NOUN	people ADP,DIFFICULT
Engineered VERB	wood NOUN	products NOUN	are AUX	often ADV	used VERB	in ADP	construction NOUN	but CCONJ	WHAT	other ADJ	major ADJ	type NOUN	of ADP	applications NOUN	do AUX	they PRON	have AUX,DIFFICULT
WHAT	year NOUN	did AUX	Estonia PROPN	rank VERB	third ADV	in ADP	press NOUN	freedom NOUN,DIFFICULT
WHAT	did AUX	the DET	IUCN PROPN	define VERB	"biological PUNCT	diversity" ADJ	as NOUN,EASY
On ADP	WHAT	day NOUN	did AUX	MTV PROPN	name VERB	Kanye PROPN	as SCONJ	the DET	year's NOUN	Number PART	1 NOUN	"Hottest NUM	MC PUNCT	in PROPN	the PROPN	Game" ADP,EASY
WHAT	containers NOUN	are AUX	used VERB	for ADP	evaporation NOUN,DIFFICULT
WHAT	distinguishes VERB	different ADJ	types NOUN	of ADP	dogs NOUN	from ADP	one NUM	another DET,EASY
WHAT	PS2 PROPN	game NOUN	can VERB	integrate VERB	a DET	PlayStation PROPN	Portable ADJ	to PART	use VERB	as SCONJ	a DET	rear-view ADJ	mirror PUNCT,DIFFICULT
WHICH	item NOUN	is AUX	used VERB	for ADP	protection NOUN	from ADP	chemical NOUN	splashing NOUN,DIFFICULT
HOW	many ADJ	vehicles NOUN	use VERB	the DET	roads NOUN,DIFFICULT
WHAT	is AUX	the DET	largest ADJ	city NOUN	in ADP	the DET	United PROPN	States PROPN	WHERE	a DET	majority NOUN	of ADP	the DET	population NOUN	speaks VERB	Spanish PROPN,EASY
WHO	was AUX	the DET	Secretary PROPN	of ADP	State PROPN	for ADP	Defence PROPN	in ADP	2009 NUM,EASY
WHICH	metric ADJ	units NOUN	should VERB	be AUX	used VERB	to PART	describe VERB	the DET	mass NOUN	of ADP	an DET	object NOUN,DIFFICULT
WHAT	kind NOUN	of ADP	design NOUN	did AUX	the DET	Playtronic PROPN	Super PROPN	NES PROPN	use NOUN	in ADP	Ireland PROPN,DIFFICULT
WHAT	types NOUN	of ADP	workability NOUN	is AUX	the DET	word NOUN	commonly ADV	used VERB	to PART	mean VERB,DIFFICULT
Photosynthesis NOUN	uses VERB	WHICH	energy NOUN	to ADP	for ADP	oxygen NOUN	from ADP	water NOUN,DIFFICULT
WHAT	Temple PROPN	forbade VERB	the DET	use NOUN	of ADP	instruments NOUN,DIFFICULT
Scientists NOUN	compared VERB	the DET	DNA NOUN	of ADP	the DET	baboon NOUN	with ADP	distorted ADJ	isotopic ADJ	data NOUN	to ADP	WHAT,DIFFICULT
WHO	concluded VERB	that SCONJ	CO2 PROPN	would VERB	raise VERB	by ADP	90% NUM,DIFFICULT
WHAT	did AUX	the DET	edict NOUN	give VERB	the DET	state NOUN	authority NOUN	over ADP,EASY
WHAT	is AUX	another DET	name NOUN	for ADP	mesenteron PROPN,EASY
WHAT	is AUX	another DET	name NOUN	for ADP	the DET	surface-mount NOUN	transistor PUNCT,EASY
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	author NOUN	WHO	proposed VERB	natural ADJ	selection NOUN	as SCONJ	the DET	mechanism NOUN	of ADP	evolution NOUN,EASY
WHAT	was AUX	the DET	largest ADJ	number NOUN	to PART	use VERB	Underground PROPN	shelters NOUN	in ADP	September PROPN	27 SPACE	1940 NUM,DIFFICULT
WHAT	was AUX	the DET	term NOUN	used VERB	to PART	describe VERB	the DET	age NOUN	in ADP	WHICH	Ibn PROPN	Sina PROPN	created VERB	a DET	big ADJ	body NOUN	of ADP	work NOUN,DIFFICULT
WHAT	kind NOUN	of ADP	style NOUN	is AUX	now ADV	confined VERB	to ADP	the DET	"Court PUNCT	and PROPN	Social" CCONJ	page PROPN	of PUNCT	The NOUN	Times ADP	WHEN	referring PROPN	to ADV	the VERB	use ADP	of DET	courtesy NOUN	titles ADP,DIFFICULT
WHAT	is AUX	the DET	name NOUN	of ADP	the DET	large ADJ	southern ADJ	portion NOUN	of ADP	the DET	Intermontane PROPN	Plateaus PROPN,EASY
In ADP	WHAT	year NOUN	did AUX	30 NUM	Rockefeller PROPN	Plaza PROPN	at ADP	Rockefeller PROPN	Center PROPN	change VERB	its DET	name NOUN	to ADP	the DET	Comcast PROPN	building NOUN,EASY
WHAT	law NOUN	states VERB	that SCONJ	infrared VERB	radiation NOUN	is AUX	emitted VERB	by ADP	objects NOUN	based VERB	on ADP	environment NOUN,EASY
HOW	was AUX	gold ADJ	spluttering VERB	used VERB	in ADP	vinyl NOUN	creation NOUN,DIFFICULT
